r_i	U	U_L [mV]	u
0	8.85	0.0027	0.000305085
0.1	8.84	0.785	0.0888009
0.2	8.84	1.439	0.162783
0.3	8.84	2.032	0.229864
0.4	8.84	2.617	0.296041
0.5	8.84	3.235	0.36595
0.6	8.84	3.924	0.443891
0.7	8.84	4.733	0.535407
0.8	8.84	5.73	0.64819
0.9	8.84	7.02	0.794118
1	8.84	8.83	0.998869
			nan
			nan
			nan
			nan
			nan
			nan
			nan
			nan
			nan
			nan
			nan
			nan
			nan
			nan
			nan
			nan
			nan
			nan
			nan
